periodo,pais,region,categoria_energia,emisiones_co2_mt,generacion_mwh,intensidad_co2,participacion_generacion,log_generacion,log_emisiones,es_outlier_intensidad,intensidad_co2_ajustada,diferencia_intensidad_promedio,z_intensidad,cuartil_intensidad,cluster_kmeans,cluster_dbscan
2024,Estados Unidos,AK,Fosil,7272054.0,9611691.0,0.7565842472464003,1.0,16.078490832045865,15.799549478067176,False,0.7565842472464003,-0.24691751867605738,-0.24835480739464594,Q3_media_alta,1,0
2024,Estados Unidos,AL,Fosil,76243530.0,150158545.0,0.5077535214529416,1.0,18.827202267190852,18.149443130508473,False,0.5077535214529416,-0.49574824446951604,-0.4986339585446316,Q2_media_baja,1,0
2024,Estados Unidos,AR,Fosil,53662676.0,80880456.0,0.663481373052595,0.9998167631018369,18.20848278300672,17.798228289902244,False,0.663481373052595,-0.34002039286986263,-0.34199962657260796,Q2_media_baja,1,0
2024,Estados Unidos,AR,Otra,26869.0,14823.0,1.8126560075558253,0.00018323689816311778,9.604002767965195,10.198765701609537,False,1.8126560075558253,0.8091542416333677,0.8138642689709722,Q4_alta,0,1
2024,Estados Unidos,AZ,Fosil,56304289.0,120054403.0,0.4689897879047385,1.0,18.60345556467337,17.846281289141206,False,0.4689897879047385,-0.5345119780177192,-0.5376233329352422,Q1_baja,1,0
2024,Estados Unidos,CA,Fosil,77144073.0,174878937.0,0.44112844190035305,0.44524866955818326,18.979604509638474,18.161185322416944,False,0.44112844190035305,-0.5623733240221046,-0.5656468577858735,Q1_baja,1,0
2024,Estados Unidos,CA,Otra,186436.0,279430.0,0.6672010879289983,0.0007114397986913836,12.540510671690361,12.135848659389612,False,0.6672010879289983,-0.3363006779934593,-0.33825825950944655,Q2_media_baja,0,1
2024,Estados Unidos,CA,Renovable,729322.0,217608527.0,0.0033515322678508825,0.5540398906431253,19.198208263354577,13.499871985565402,False,0.0033515322678508825,-1.0001502336546069,-1.0059720346164551,Q1_baja,1,-1
2024,Estados Unidos,CO,Fosil,34012493.0,52415480.0,0.6489016794275279,1.0,17.774712544589082,17.34223848566789,False,0.6489016794275279,-0.3546000864949298,-0.3566641875221167,Q2_media_baja,1,0
2024,Estados Unidos,CT,Fosil,20591152.0,52173691.0,0.3946654262969434,0.9919369048799616,17.770088941135576,16.84037207549345,False,0.3946654262969434,-0.6088363396255143,-0.6123803311863503,Q1_baja,1,0
2024,Estados Unidos,CT,Otra,706019.0,424101.0,1.664742596692769,0.0080630951200385,12.957729271320462,13.467398844686029,False,1.664742596692769,0.6612408307703113,0.6650898650204211,Q4_alta,0,1
2024,Estados Unidos,DC,Fosil,79768.0,99630.0,0.8006423767941383,1.0,11.509228640125938,11.28689023678548,False,0.8006423767941383,-0.20285938912831936,-0.20404021871472233,Q3_media_alta,0,-1
2024,Estados Unidos,DE,Fosil,4677804.0,8813234.0,0.5307704300146802,1.0,15.991765126880038,15.358339540776893,False,0.5307704300146802,-0.4727313359077775,-0.47548307025075437,Q2_media_baja,1,0
2024,Estados Unidos,FL,Fosil,180215604.0,426335554.0,0.4227083627184422,0.9901561786649994,19.87073728196385,19.009664497613297,False,0.4227083627184422,-0.5807934032040154,-0.584174158894141,Q1_baja,1,0
2024,Estados Unidos,FL,Otra,4794600.0,4238494.0,1.131203677532633,0.009843821335000663,15.259718811367286,15.38300105115856,False,1.131203677532633,0.1277019116101754,0.12844525504681628,Q4_alta,0,-1
2024,Estados Unidos,GA,Fosil,84951860.0,150028601.0,0.566237766890861,0.9988523111216614,18.82633651388341,18.25759531284638,False,0.566237766890861,-0.43726399903159663,-0.4398092806147862,Q2_media_baja,1,0
2024,Estados Unidos,GA,Otra,241963.0,172384.0,1.4036279469092259,0.0011476888783385807,12.057485626465848,12.396544233742329,False,1.4036279469092259,0.4001261809867682,0.40245528606213027,Q4_alta,0,1
2024,Estados Unidos,HI,Fosil,11195648.0,14108041.0,0.7935650314597186,0.8096635601723818,16.462255547367956,16.23103577864373,False,0.7935650314597186,-0.20993673446273908,-0.2111587607558855,Q3_media_alta,1,0
2024,Estados Unidos,HI,Otra,331616.0,346122.0,0.9580899220506064,0.01986401731990892,12.75454948219727,12.71173596751544,False,0.9580899220506064,-0.045411843871851265,-0.04567618287556913,Q3_media_alta,0,1
2024,Estados Unidos,HI,Renovable,8256.0,2970409.0,0.002779415225310723,0.17047242250770922,14.904210548389301,9.01881660441743,False,0.002779415225310723,-1.000722350697147,-1.006547481910228,Q1_baja,0,-1
2024,Estados Unidos,IA,Fosil,44799004.0,48552834.0,0.9226856665050696,1.0,17.698163144405637,17.617696487317144,False,0.9226856665050696,-0.0808160994173881,-0.08128652398910645,Q3_media_alta,1,0
2024,Estados Unidos,ID,Fosil,6963748.0,12570937.0,0.5539561609448842,1.0,16.346898199898487,15.756228536716362,False,0.5539561609448842,-0.44954560497757345,-0.4521623768858195,Q2_media_baja,1,0
2024,Estados Unidos,IL,Fosil,85787612.0,114424117.0,0.7497336597318902,1.0,18.555422436368527,18.26738518340638,False,0.7497336597318902,-0.25376810619056744,-0.25524527167530486,Q3_media_alta,1,0
2024,Estados Unidos,IN,Fosil,122106730.0,163125124.0,0.7485464348214074,0.9947225261353426,18.910028102324464,18.620406064506625,False,0.7485464348214074,-0.2549553311010503,-0.25643940733468645,Q3_media_alta,1,0
2024,Estados Unidos,IN,Otra,383933.0,865456.0,0.4436193174465253,0.005277473864657348,13.671012970099609,12.858225941797663,False,0.4436193174465253,-0.5598824484759324,-0.5631414830363191,Q1_baja,0,1
2024,Estados Unidos,KS,Fosil,20994297.0,23812462.0,0.8816516746567407,1.0,16.985719657044214,16.85976143500891,False,0.8816516746567407,-0.121850091265717,-0.1225593716864593,Q3_media_alta,1,0
2024,Estados Unidos,KY,Fosil,61003453.0,79422080.0,0.7680918580827901,0.9998522417725438,18.190286985791992,17.926441043485386,False,0.7680918580827901,-0.23540990783966753,-0.23678021160181503,Q3_media_alta,1,0
2024,Estados Unidos,KY,Otra,10649.0,11737.0,0.9073016954928858,0.0001477582274561979,9.37058672111828,9.273315171137572,False,0.9073016954928858,-0.0962000704295719,-0.0967600439652579,Q3_media_alta,0,-1
2024,Estados Unidos,LA,Fosil,83840228.0,159420702.0,0.5259055251180615,0.9943587262733717,18.887057196689618,18.244423509926406,False,0.5259055251180615,-0.4775962408043961,-0.48037629340102467,Q2_media_baja,1,0
2024,Estados Unidos,LA,Otra,11862.0,904438.0,0.013115326865965385,0.005641273726628275,13.715070140968367,9.381179591661104,False,0.013115326865965385,-0.9903864390564923,-0.9961514056879871,Q1_baja,0,-1
2024,Estados Unidos,MA,Fosil,14778610.0,32760433.0,0.451111558873474,0.9469793117817643,17.30473206472464,16.508691490718967,False,0.451111558873474,-0.5523902070489837,-0.5556056298229826,Q1_baja,1,0
2024,Estados Unidos,MA,Otra,3011362.0,1834233.0,1.6417554367411338,0.053020688218235724,14.422137513626923,14.917903358151513,False,1.6417554367411338,0.6382536708186761,0.641968898501119,Q4_alta,0,1
2024,Estados Unidos,MD,Fosil,18166536.0,33176274.0,0.5475761382969045,0.9800289728863647,17.31734556999867,16.71509183332521,False,0.5475761382969045,-0.4559256276255531,-0.458579537176464,Q2_media_baja,1,0
2024,Estados Unidos,MD,Otra,1268918.0,676066.0,1.876914384098594,0.019971027113635277,13.424047462539825,14.053675914872084,False,1.876914384098594,0.8734126181761364,0.8784966887982149,Q4_alta,0,1
2024,Estados Unidos,ME,Fosil,5515034.0,12946524.0,0.42598569314821494,0.9585074009605268,16.376337970331925,15.522988556977797,False,0.42598569314821494,-0.5775160727742428,-0.5808777513649425,Q1_baja,1,0
2024,Estados Unidos,ME,Otra,895348.0,560439.0,1.5975833230735192,0.041492599039473194,13.236477468485168,13.704968865382616,False,1.5975833230735192,0.5940815571510616,0.5975396622081393,Q4_alta,0,1
2024,Estados Unidos,MI,Fosil,107724900.0,166878012.0,0.6455308204414612,0.9988793838057073,18.932773642386504,18.495091322459025,False,0.6455308204414612,-0.3579709454809965,-0.3600546680304577,Q2_media_baja,1,0
2024,Estados Unidos,MI,Otra,299722.0,187216.0,1.6009422271600717,0.0011206161942926866,12.140023650868283,12.610613993770206,False,1.6009422271600717,0.5974404612376141,0.6009181182283752,Q4_alta,0,1
2024,Estados Unidos,MN,Fosil,39842792.0,54680958.0,0.7286410746497894,0.9887631960866784,17.817026108071495,17.500452093645087,False,0.7286410746497894,-0.2748606912726682,-0.27646063514407876,Q3_media_alta,1,0
2024,Estados Unidos,MN,Otra,938290.0,621422.0,1.50990792086537,0.011236803913321634,13.339767288452121,13.751815414417155,False,1.50990792086537,0.5064061549429124,0.5093539079311407,Q4_alta,0,1
